         1274180 function calls (1173500 primitive calls) in 264.162 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       28    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpx\_models.py:74(_normalize_header_value)
        2    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\ctypes\__init__.py:393(__getitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\random.py:480(choices)
       20    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\re\_compiler.py:570(isstring)
       30    0.000    0.000    0.000    0.000 <string>:2(is_newtype)
        1    0.000    0.000    0.000    0.000 {built-in method _heapq.heapify}
       57    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\contextlib.py:305(asynccontextmanager)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\urllib\parse.py:745(parse_qsl)
       16    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_config.py:94(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\coroutines.py:11(_is_debug_mode)
       14    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\threading.py:429(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\_weakrefset.py:27(__exit__)
       11    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\functools.py:65(wraps)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
       14    0.000    0.000    0.000    0.000 <frozen _collections_abc>:812(__init__)
       15    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\logging\__init__.py:202(_checkLevel)
       14    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\enum.py:79(_is_private)
       10    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\re\_parser.py:304(checkgroupname)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_synchronization.py:271(__exit__)
       11    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\futures.py:387(_call_check_cancel)
        1    0.000    0.000    0.000    0.000 yarl\\_quoting_c.pyx:211(__call__)
       30    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\typing.py:206(_should_unflatten_callable_args)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_typing_extra.py:210(parent_frame_namespace)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpx\_utils.py:47(<listcomp>)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\openai\_utils\_utils.py:134(is_given)
       56    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_generate_schema.py:2538(_validators_require_validate_default)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\re\_compiler.py:467(_get_charset_prefix)
       28    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpx\_urlparse.py:395(normalize_port)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\inspect.py:2063(_signature_is_builtin)
        2    0.000    0.000    0.000    0.000 {built-in method fromtimestamp}
        7    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
       14    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\enum.py:59(_is_sunder)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\certifi\core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\inspect.py:3023(replace)
        4    0.000    0.000    0.000    0.000 f:\UPC\暑期实践\2025\graph-of-thoughts\examples\keyword_counting\keyword_counting.py:1154(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\std.py:438(status_printer)
        3    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\inspect.py:1790(_shadowed_dict)
       28    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpx\_urlparse.py:447(normalize_path)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x0000025ECB071A80}
        7    0.000    0.000    0.000    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
       12    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\dataclasses.py:410(<listcomp>)
       12    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\dataclasses.py:287(__init__)
       56    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_generate_schema.py:2384(_apply_field_serializers)
       47    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_model_construction.py:648(set_deprecated_descriptors)
       56    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_generate_schema.py:1384(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_async\connection.py:38(AsyncHTTPConnection)
       28    0.000    0.000    0.000    0.000 {method 'lower' of 'bytes' objects}
       10    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\utils.py:266(_supports_unicode)
       16    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_generate_schema.py:2773(get_schema_from_ref)
        7    0.000    0.000    0.000    0.000 F:\UPC\暑期实践\2025\graph-of-thoughts\graph_of_thoughts\operations\operations.py:836(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\random.py:493(<listcomp>)
       48    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1568(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:571(abspath)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\typing.py:1552(__mro_entries__)
        3    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\typing.py:2609(overload)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\logging\__init__.py:435(validate)
       45    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:413(has_location)
       62    0.000    0.000    0.000    0.000 F:\UPC\暑期实践\2025\graph-of-thoughts\graph_of_thoughts\operations\operations.py:794(get_thoughts)
       24    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\logging\__init__.py:1319(disable)
        4    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\re\_parser.py:376(_escape)
       56    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_generate_schema.py:2263(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_sync\http11.py:43(HTTP11Connection)
        8    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\enum.py:38(_is_descriptor)
       56    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_generate_schema.py:223(apply_each_item_validators)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\h11\_writers.py:116(Http10Writer)
       30    0.000    0.000    0.000    0.000 <string>:2(is_union)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_async\http11.py:43(AsyncHTTP11Connection)
        1    0.000    0.000    0.000    0.000 {built-in method _signal.set_wakeup_fd}
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\connector.py:408(_cleanup_closed)
        1    0.000    0.000    0.000    0.000 {built-in method time.get_clock_info}
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_synchronization.py:93(AsyncThreadLock)
       10    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\re\_parser.py:963(fix_flags)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\logging\__init__.py:863(_addHandlerRef)
       10    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\re\_parser.py:77(__init__)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\dataclasses.py:592(<listcomp>)
       36    0.000    0.000    0.000    0.000 <string>:2(is_literal)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\resolver.py:31(__init__)
       56    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_generate_schema.py:1385(<listcomp>)
        1    0.000    0.000    0.000    0.000 yarl\\_quoting_c.pyx:222(_do_quote_or_skip)
       14    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\enum.py:70(_is_internal_class)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\_weakrefset.py:53(_commit_removals)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\plugin\_loader.py:22(get_plugins)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\dataclasses.py:1017(<listcomp>)
        7    0.000    0.000    0.000    0.000 F:\UPC\暑期实践\2025\graph-of-thoughts\graph_of_thoughts\controller\controller.py:138(<listcomp>)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\connector.py:713(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\functools.py:393(__get__)
       36    0.000    0.000    0.000    0.000 <string>:2(is_any)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_backends\sync.py:120(SyncStream)
        1    0.000    0.000    0.000    0.000 {built-in method _csv.reader}
       45    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1122(get_filename)
       27    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\dataclasses.py:396(<genexpr>)
       11    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\typing.py:479(__repr__)
        7    0.000    0.000    0.000    0.000 F:\UPC\暑期实践\2025\graph-of-thoughts\graph_of_thoughts\operations\graph_of_operations.py:20(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\multiprocessing\synchronize.py:46(SemLock)
        3    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\threading.py:283(_acquire_restore)
       21    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\re\_compiler.py:31(_combine_flags)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\inspect.py:167(get_annotations)
       27    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\re\_parser.py:172(__setitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\weakref.py:427(__setitem__)
        2    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic_core\core_schema.py:653(float_schema)
       14    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_generate_schema.py:2695(_inlining_behavior)
       14    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\logging\__init__.py:795(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\inspect.py:735(unwrap)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\utils.py:125(__eq__)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_namespace_utils.py:223(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\_weakrefset.py:37(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\enum.py:360(__init__)
       45    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:931(create_module)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\logging\__init__.py:912(createLock)
       12    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\dataclasses.py:646(_is_classvar)
        8    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\typing.py:1664(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_utils.py:1(<module>)
       16    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\abc.py:171(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method nt.cpu_count}
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\inspect.py:3002(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\events.py:667(__init__)
       13    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       12    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\dataclasses.py:654(_is_initvar)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\typing.py:1298(__mro_entries__)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\dataclasses.py:346(__init__)
       11    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\concurrent\futures\_base.py:398(__get_result)
       20    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\typing_inspection\introspection.py:212(<genexpr>)
        7    0.000    0.000    0.000    0.000 {method 'clear' of 'set' objects}
       27    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\dataclasses.py:1106(<genexpr>)
       11    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\base_events.py:522(_check_default_executor)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_synchronization.py:113(AsyncEvent)
       20    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\re\_compiler.py:428(_get_iscased)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\base_events.py:1957(set_debug)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\events.py:686(set_event_loop)
        2    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\re\_compiler.py:407(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\std.py:419(format_num)
        8    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\typing.py:916(__eq__)
        2    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\threading.py:1324(_make_invoke_excepthook)
        2    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\utils.py:187(disable_on_exception)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\yarl\_url.py:1464(_encode_host)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\dataclasses.py:1204(dataclass)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_async\http_proxy.py:233(AsyncTunnelHTTPConnection)
        3    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\std.py:1428(<genexpr>)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\dataclasses.py:1043(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\threading.py:286(_is_owned)
       15    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_generate_schema.py:2850(_resolve_definition)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpx\_client.py:697(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_sync\connection.py:38(HTTPConnection)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\utils.py:156(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\inspect.py:1783(_is_type)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\inspect.py:1762(_static_getmro)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\dataclasses.py:1046(<listcomp>)
        1    0.000    0.000    0.000    0.000 <attrs generated init aiohttp.helpers.MimeType>:1(__init__)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:539(normpath)
        7    0.000    0.000    0.000    0.000 f:\UPC\暑期实践\2025\graph-of-thoughts\examples\keyword_counting\keyword_counting.py:873(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_backends\base.py:14(NetworkStream)
        1    0.000    0.000    0.000    0.000 {built-in method _socket.getdefaulttimeout}
       16    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\logging\__init__.py:1646(addHandler)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\utils.py:252(_is_utf)
        4    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\utils.py:112(__format__)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\dataclasses.py:1052(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\yarl\_url.py:685(user)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpx\_client.py:244(<dictcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\utils.py:152(wrapper_setattr)
        4    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\utils.py:108(__init__)
        7    0.000    0.000    0.000    0.000 F:\UPC\暑期实践\2025\graph-of-thoughts\graph_of_thoughts\controller\controller.py:134(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_async\connection_pool.py:43(AsyncConnectionPool)
       16    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\std.py:1153(_comparable)
        2    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\typing.py:350(_flatten_literal_params)
       15    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_generate_schema.py:838(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_sync\interfaces.py:87(ConnectionInterface)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_sync\http_proxy.py:54(HTTPProxy)
        1    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
       14    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       12    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\dataclasses.py:660(_is_kw_only)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_sync\connection_pool.py:43(ConnectionPool)
        3    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\threading.py:280(_release_save)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpx\_client.py:445(_build_auth)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\h11\_events.py:259(Data)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_async\connection_pool.py:389(PoolByteStream)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_backends\mock.py:85(AsyncMockStream)
        1    0.000    0.000    0.000    0.000 f:\UPC\暑期实践\2025\graph-of-thoughts\examples\keyword_counting\keyword_counting.py:1381(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\threading.py:811(_newname)
        4    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\std.py:167(colour)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\inspect.py:2075(_signature_is_functionlike)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\dataclasses.py:397(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\h11\_readers.py:148(ChunkedReader)
       10    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
       16    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\inspect.py:2426(_descriptor_get)
        2    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\std.py:1157(__hash__)
        2    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\enum.py:965(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\std.py:1147(__del__)
        3    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\inspect.py:378(isfunction)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohappyeyeballs\utils.py:10(addr_to_addr_infos)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_synchronization.py:48(AsyncLock)
        4    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\_weakrefset.py:21(__enter__)
        3    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\logging\__init__.py:1267(__init__)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpx\_models.py:203(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_models.py:366(Response)
        6    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 f:\UPC\暑期实践\2025\graph-of-thoughts\examples\keyword_counting\keyword_counting.py:1374(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\yarl\_url.py:805(port)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_generics.py:228(get_model_typevars_map)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_generate_schema.py:2736(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_models.py:182(URL)
       24    0.000    0.000    0.000    0.000 yarl\\_quoting_c.pyx:66(bit_at)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\threading.py:1221(daemon)
        8    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\enum.py:239(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_backends\sync.py:23(TLSinTLSStream)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_trace.py:11(Trace)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\multiprocessing\synchronize.py:217(Condition)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_sync\http_proxy.py:169(ForwardHTTPConnection)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_sync\http11.py:351(HTTP11UpgradeStream)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_synchronization.py:312(__exit__)
        2    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\threading.py:1206(daemon)
        3    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\std.py:226(__init__)
       17    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\inspect.py:2734(kind)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\typing.py:1981(_caller)
